,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
17,2019-04-18T00:00:00.000Z,9.2,9.24,9.08,9.22,141822,9.0456774194,9.0850064516,8.9276903226,9.0653419355,141822,0.0,1.0
18,2019-04-22T00:00:00.000Z,9.44,9.5,9.15,9.15,273345,9.2816516129,9.3406451613,8.996516129,8.996516129,273345,0.0,1.0
19,2019-04-23T00:00:00.000Z,9.5,9.83,9.45,9.49,669972,9.3406451613,9.6651096774,9.291483871,9.3308129032,669972,0.0,1.0
20,2019-04-24T00:00:00.000Z,9.24,9.54,9.16,9.51,296578,9.0850064516,9.3799741935,9.0063483871,9.3504774194,296578,0.0,1.0
21,2019-04-25T00:00:00.000Z,9.28,9.38,9.07,9.23,251679,9.1243354839,9.2226580645,8.9178580645,9.0751741935,251679,0.0,1.0
22,2019-04-26T00:00:00.000Z,9.18,9.31,9.06,9.27,144775,9.0260129032,9.1538322581,8.9080258065,9.1145032258,144775,0.0,1.0
23,2019-04-29T00:00:00.000Z,9.01,9.21,8.96,9.15,113185,8.8588645161,9.0555096774,8.8097032258,8.996516129,113185,0.0,1.0
24,2019-04-30T00:00:00.000Z,9.45,9.45,8.94,9.0,313535,9.291483871,9.291483871,8.7900387097,8.8490322581,313535,0.0,1.0
25,2019-05-01T00:00:00.000Z,9.48,9.57,9.34,9.48,277861,9.3209806452,9.4094709677,9.1833290323,9.3209806452,277861,0.0,1.0
26,2019-05-02T00:00:00.000Z,9.39,9.6,9.32,9.53,222521,9.2324903226,9.4389677419,9.1636645161,9.3701419355,222521,0.0,1.0
27,2019-05-03T00:00:00.000Z,9.55,9.73,9.37,9.42,361530,9.3898064516,9.5667870968,9.2128258065,9.2619870968,361530,0.0,1.0
28,2019-05-06T00:00:00.000Z,9.48,9.52,9.37,9.38,159434,9.3209806452,9.3603096774,9.2128258065,9.2226580645,159434,0.0,1.0
29,2019-05-07T00:00:00.000Z,10.45,10.6,9.55,9.55,857885,10.2747096774,10.4221935484,9.3898064516,9.3898064516,857885,0.0,1.0
30,2019-05-08T00:00:00.000Z,10.08,10.46,10.0,10.38,512924,9.910916129,10.2845419355,9.8322580645,10.205883871,512924,0.0,1.0
31,2019-05-09T00:00:00.000Z,10.5,10.74,10.0,10.04,529575,10.3238709677,10.5598451613,9.8322580645,9.8715870968,529575,0.0,1.0
32,2019-05-10T00:00:00.000Z,10.39,10.52,9.93,10.47,441731,10.215716129,10.3435354839,9.7634322581,10.2943741935,441731,0.0,1.0
33,2019-05-13T00:00:00.000Z,9.22,10.29,8.84,10.29,1043222,9.0653419355,10.1173935484,8.691716129,10.1173935484,1043222,0.0,1.0
34,2019-05-14T00:00:00.000Z,8.5,10.17,8.3,10.16,2248362,8.3574193548,9.9994064516,8.1607741935,9.9895741935,2248362,0.0,1.0
35,2019-05-15T00:00:00.000Z,8.48,8.87,8.41,8.42,656081,8.3377548387,8.7212129032,8.2689290323,8.2787612903,656081,0.0,1.0
36,2019-05-16T00:00:00.000Z,8.22,8.48,8.15,8.45,568336,8.082116129,8.3377548387,8.0132903226,8.3082580645,568336,0.0,1.0
37,2019-05-17T00:00:00.000Z,7.92,8.18,7.9,8.12,494316,7.7871483871,8.0427870968,7.767483871,7.9837935484,494316,0.0,1.0
38,2019-05-20T00:00:00.000Z,7.8,7.93,7.56,7.75,565875,7.6691612903,7.7969806452,7.4331870968,7.62,565875,0.0,1.0
39,2019-05-21T00:00:00.000Z,8.08,8.18,7.83,7.83,436464,7.9444645161,8.0427870968,7.6986580645,7.6986580645,436464,0.0,1.0
40,2019-05-22T00:00:00.000Z,7.93,8.14,7.86,8.1,399052,7.7969806452,8.0034580645,7.7281548387,7.9641290323,399052,0.0,1.0
41,2019-05-23T00:00:00.000Z,7.71,7.88,7.6,7.82,434878,7.5806709677,7.7478193548,7.472516129,7.6888258065,434878,0.0,1.0
42,2019-05-24T00:00:00.000Z,7.67,7.82,7.61,7.74,179148,7.5413419355,7.6888258065,7.4823483871,7.6101677419,179148,0.0,1.0
43,2019-05-28T00:00:00.000Z,8.04,8.09,7.63,7.67,928080,7.9051354839,7.9542967742,7.5020129032,7.5413419355,928080,0.0,1.0
44,2019-05-29T00:00:00.000Z,8.05,8.07,7.67,8.03,580432,7.9149677419,7.9346322581,7.5413419355,7.8953032258,580432,0.0,1.0
45,2019-05-30T00:00:00.000Z,7.98,8.11,7.81,8.1,435650,7.8461419355,7.9739612903,7.6789935484,7.9641290323,435650,0.0,1.0
46,2019-05-31T00:00:00.000Z,7.54,7.88,7.51,7.88,460254,7.4135225806,7.7478193548,7.3840258065,7.7478193548,460254,0.0,1.0
47,2019-06-03T00:00:00.000Z,7.6,7.68,7.53,7.6,536205,7.472516129,7.5511741935,7.4036903226,7.472516129,536205,0.0,1.0
48,2019-06-04T00:00:00.000Z,7.67,7.8,7.6,7.71,379885,7.5413419355,7.6691612903,7.472516129,7.5806709677,379885,0.0,1.0
49,2019-06-05T00:00:00.000Z,7.51,7.68,7.4,7.68,431568,7.3840258065,7.5511741935,7.2758709677,7.5511741935,431568,0.0,1.0
50,2019-06-06T00:00:00.000Z,7.47,7.53,7.38,7.5,419582,7.3446967742,7.4036903226,7.2562064516,7.3741935484,419582,0.0,1.0
51,2019-06-07T00:00:00.000Z,7.55,7.61,7.02,7.2,581956,7.4233548387,7.4823483871,6.9022451613,7.0792258065,581956,0.0,1.0
52,2019-06-10T00:00:00.000Z,7.54,7.84,7.47,7.63,497657,7.4135225806,7.7084903226,7.3446967742,7.5020129032,497657,0.0,1.0
53,2019-06-11T00:00:00.000Z,7.52,7.79,7.5,7.62,297329,7.3938580645,7.6593290323,7.3741935484,7.4921806452,297329,0.0,1.0
54,2019-06-12T00:00:00.000Z,7.26,7.5,7.16,7.5,570670,7.1382193548,7.3741935484,7.0398967742,7.3741935484,570670,0.0,1.0
55,2019-06-13T00:00:00.000Z,7.3,7.37,7.26,7.27,278173,7.1775483871,7.2463741935,7.1382193548,7.1480516129,278173,0.0,1.0
56,2019-06-14T00:00:00.000Z,7.27,7.31,7.19,7.26,192485,7.1480516129,7.1873806452,7.0693935484,7.1382193548,192485,0.0,1.0
57,2019-06-17T00:00:00.000Z,7.4,7.45,7.26,7.3,231170,7.2758709677,7.3250322581,7.1382193548,7.1775483871,231170,0.0,1.0
58,2019-06-18T00:00:00.000Z,7.7,7.74,7.43,7.43,358119,7.5708387097,7.6101677419,7.3053677419,7.3053677419,358119,0.0,1.0
59,2019-06-19T00:00:00.000Z,7.71,7.83,7.51,7.8,560098,7.5806709677,7.6986580645,7.3840258065,7.6691612903,560098,0.0,1.0
60,2019-06-20T00:00:00.000Z,7.81,7.98,7.77,7.85,302301,7.6789935484,7.8461419355,7.6396645161,7.7183225806,302301,0.0,1.0
61,2019-06-21T00:00:00.000Z,7.7,7.82,7.64,7.79,303113,7.5708387097,7.6888258065,7.5118451613,7.6593290323,303113,0.0,1.0
62,2019-06-24T00:00:00.000Z,7.6,7.8,7.59,7.69,204727,7.472516129,7.6691612903,7.462683871,7.5610064516,204727,0.0,1.0
63,2019-06-25T00:00:00.000Z,7.6,7.67,7.51,7.57,242905,7.472516129,7.5413419355,7.3840258065,7.4430193548,242905,0.0,1.0
64,2019-06-26T00:00:00.000Z,7.45,7.74,7.45,7.63,216639,7.3250322581,7.6101677419,7.3250322581,7.5020129032,216639,0.0,1.0
65,2019-06-27T00:00:00.000Z,7.6,7.6,7.45,7.47,276571,7.472516129,7.472516129,7.3250322581,7.3446967742,276571,0.0,1.0
66,2019-06-28T00:00:00.000Z,7.61,7.8,7.59,7.63,1570434,7.4823483871,7.6691612903,7.462683871,7.5020129032,1570434,0.0,1.0
67,2019-07-01T00:00:00.000Z,7.59,7.75,7.47,7.73,233135,7.462683871,7.62,7.3446967742,7.6003354839,233135,0.0,1.0
68,2019-07-02T00:00:00.000Z,7.55,7.58,7.44,7.57,171374,7.4233548387,7.4528516129,7.3152,7.4430193548,171374,0.0,1.0
69,2019-07-03T00:00:00.000Z,7.6,7.6,7.46,7.56,148209,7.472516129,7.472516129,7.3348645161,7.4331870968,148209,0.0,1.0
70,2019-07-05T00:00:00.000Z,7.57,7.59,7.46,7.56,126159,7.4430193548,7.462683871,7.3348645161,7.4331870968,126159,0.0,1.0
71,2019-07-08T00:00:00.000Z,7.35,7.55,7.3,7.51,356293,7.2267096774,7.4233548387,7.1775483871,7.3840258065,356293,0.0,1.0
72,2019-07-09T00:00:00.000Z,7.38,7.42,7.18,7.32,174207,7.2562064516,7.2955354839,7.0595612903,7.1972129032,174207,0.0,1.0
73,2019-07-10T00:00:00.000Z,7.35,7.46,7.25,7.42,250353,7.2267096774,7.3348645161,7.1283870968,7.2955354839,250353,0.0,1.0
74,2019-07-11T00:00:00.000Z,7.4,7.48,7.31,7.32,276428,7.2758709677,7.3545290323,7.1873806452,7.1972129032,276428,0.0,1.0
75,2019-07-12T00:00:00.000Z,7.42,7.45,7.33,7.4,193737,7.2955354839,7.3250322581,7.2070451613,7.2758709677,193737,0.0,1.0
76,2019-07-15T00:00:00.000Z,7.46,7.5,7.32,7.42,174886,7.3348645161,7.3741935484,7.1972129032,7.2955354839,174886,0.0,1.0
77,2019-07-16T00:00:00.000Z,7.4,7.53,7.39,7.42,169611,7.2758709677,7.4036903226,7.2660387097,7.2955354839,169611,0.0,1.0
78,2019-07-17T00:00:00.000Z,7.41,7.5,7.37,7.39,172990,7.2857032258,7.3741935484,7.2463741935,7.2660387097,172990,0.0,1.0
79,2019-07-18T00:00:00.000Z,7.45,7.48,7.37,7.37,220384,7.3250322581,7.3545290323,7.2463741935,7.2463741935,220384,0.0,1.0
80,2019-07-19T00:00:00.000Z,7.45,7.56,7.35,7.41,174094,7.3250322581,7.4331870968,7.2267096774,7.2857032258,174094,0.0,1.0
81,2019-07-22T00:00:00.000Z,7.5,7.54,7.37,7.46,135887,7.3741935484,7.4135225806,7.2463741935,7.3348645161,135887,0.0,1.0
82,2019-07-23T00:00:00.000Z,7.41,7.56,7.35,7.51,160398,7.2857032258,7.4331870968,7.2267096774,7.3840258065,160398,0.0,1.0
83,2019-07-24T00:00:00.000Z,7.67,7.68,7.36,7.36,303387,7.5413419355,7.5511741935,7.2365419355,7.2365419355,303387,0.0,1.0
84,2019-07-25T00:00:00.000Z,7.55,7.75,7.53,7.66,201219,7.4233548387,7.62,7.4036903226,7.5315096774,201219,0.0,1.0
85,2019-07-26T00:00:00.000Z,7.6,7.68,7.53,7.56,213269,7.472516129,7.5511741935,7.4036903226,7.4331870968,213269,0.0,1.0
86,2019-07-29T00:00:00.000Z,7.8,7.85,7.63,7.65,279228,7.6691612903,7.7183225806,7.5020129032,7.5216774194,279228,0.0,1.0
87,2019-07-30T00:00:00.000Z,7.93,7.98,7.68,7.73,238886,7.7969806452,7.8461419355,7.5511741935,7.6003354839,238886,0.0,1.0
88,2019-07-31T00:00:00.000Z,8.04,8.23,7.94,7.95,304231,7.9051354839,8.0919483871,7.8068129032,7.8166451613,304231,0.0,1.0
89,2019-08-01T00:00:00.000Z,7.97,8.19,7.87,8.04,303451,7.8363096774,8.0526193548,7.7379870968,7.9051354839,303451,0.0,1.0
90,2019-08-02T00:00:00.000Z,8.08,8.3,7.26,8.3,773614,7.9444645161,8.1607741935,7.1382193548,8.1607741935,773614,0.0,1.0
91,2019-08-05T00:00:00.000Z,7.8,8.0,7.69,7.87,304878,7.6691612903,7.8658064516,7.5610064516,7.7379870968,304878,0.0,1.0
92,2019-08-06T00:00:00.000Z,7.8,7.92,7.6,7.86,270590,7.6691612903,7.7871483871,7.472516129,7.7281548387,270590,0.0,1.0
93,2019-08-07T00:00:00.000Z,7.79,7.83,7.58,7.67,432540,7.6593290323,7.6986580645,7.4528516129,7.5413419355,432540,0.0,1.0
94,2019-08-08T00:00:00.000Z,7.94,7.97,7.77,7.83,336389,7.8068129032,7.8363096774,7.6396645161,7.6986580645,336389,0.0,1.0
95,2019-08-09T00:00:00.000Z,7.89,8.01,7.88,7.93,320029,7.7576516129,7.8756387097,7.7478193548,7.7969806452,320029,0.0,1.0
96,2019-08-12T00:00:00.000Z,7.92,8.17,7.81,7.83,490031,7.7871483871,8.0329548387,7.6789935484,7.6986580645,490031,0.0,1.0
97,2019-08-13T00:00:00.000Z,8.21,8.24,7.87,7.96,491612,8.072283871,8.1017806452,7.7379870968,7.8264774194,491612,0.0,1.0
98,2019-08-14T00:00:00.000Z,7.88,8.03,7.8,8.02,315052,7.7478193548,7.8953032258,7.6691612903,7.8854709677,315052,0.0,1.0
99,2019-08-15T00:00:00.000Z,7.77,7.9,7.61,7.9,241895,7.6396645161,7.767483871,7.4823483871,7.767483871,241895,0.0,1.0
100,2019-08-16T00:00:00.000Z,7.93,8.01,7.82,7.82,298515,7.7969806452,7.8756387097,7.6888258065,7.6888258065,298515,0.0,1.0
101,2019-08-19T00:00:00.000Z,7.94,8.07,7.93,8.02,246629,7.8068129032,7.9346322581,7.7969806452,7.8854709677,246629,0.0,1.0
102,2019-08-20T00:00:00.000Z,8.12,8.15,7.96,7.98,269400,7.9837935484,8.0132903226,7.8264774194,7.8461419355,269400,0.0,1.0
103,2019-08-21T00:00:00.000Z,8.43,8.44,8.12,8.18,291813,8.2885935484,8.2984258065,7.9837935484,8.0427870968,291813,0.0,1.0
104,2019-08-22T00:00:00.000Z,8.45,8.55,8.12,8.47,365722,8.3082580645,8.4065806452,7.9837935484,8.3279225806,365722,0.0,1.0
105,2019-08-23T00:00:00.000Z,8.52,8.64,8.41,8.47,284641,8.377083871,8.4950709677,8.2689290323,8.3279225806,284641,0.0,1.0
106,2019-08-26T00:00:00.000Z,8.52,8.64,8.4,8.6,167161,8.377083871,8.4950709677,8.2590967742,8.4557419355,167161,0.0,1.0
107,2019-08-27T00:00:00.000Z,8.37,8.61,8.35,8.61,248520,8.2296,8.4655741935,8.2099354839,8.4655741935,248520,0.0,1.0
108,2019-08-28T00:00:00.000Z,8.21,8.39,8.18,8.32,311693,8.072283871,8.2492645161,8.0427870968,8.1804387097,311693,0.0,1.0
109,2019-08-29T00:00:00.000Z,8.32,8.41,8.23,8.27,174629,8.1804387097,8.2689290323,8.0919483871,8.1312774194,174629,0.0,1.0
110,2019-08-30T00:00:00.000Z,8.21,8.36,8.17,8.36,119928,8.072283871,8.2197677419,8.0329548387,8.2197677419,119928,0.0,1.0
111,2019-09-03T00:00:00.000Z,8.05,8.2,7.97,8.14,238795,7.9149677419,8.0624516129,7.8363096774,8.0034580645,238795,0.0,1.0
112,2019-09-04T00:00:00.000Z,7.91,8.15,7.9,8.05,223149,7.777316129,8.0132903226,7.767483871,7.9149677419,223149,0.0,1.0
113,2019-09-05T00:00:00.000Z,8.1,8.15,7.88,8.03,316507,7.9641290323,8.0132903226,7.7478193548,7.8953032258,316507,0.0,1.0
114,2019-09-06T00:00:00.000Z,8.14,8.18,8.01,8.14,383313,8.0034580645,8.0427870968,7.8756387097,8.0034580645,383313,0.0,1.0
115,2019-09-09T00:00:00.000Z,8.21,8.37,8.09,8.15,256556,8.072283871,8.2296,7.9542967742,8.0132903226,256556,0.0,1.0
116,2019-09-10T00:00:00.000Z,8.29,8.44,8.16,8.22,256624,8.1509419355,8.2984258065,8.0231225806,8.082116129,256624,0.0,1.0
117,2019-09-11T00:00:00.000Z,8.47,8.47,8.15,8.35,255701,8.3279225806,8.3279225806,8.0132903226,8.2099354839,255701,0.0,1.0
118,2019-09-12T00:00:00.000Z,8.56,8.66,8.34,8.45,287951,8.4164129032,8.5147354839,8.2001032258,8.3082580645,287951,0.0,1.0
119,2019-09-13T00:00:00.000Z,8.52,8.62,8.44,8.51,177108,8.377083871,8.4754064516,8.2984258065,8.3672516129,177108,0.0,1.0
120,2019-09-16T00:00:00.000Z,8.38,8.57,8.33,8.49,171579,8.2394322581,8.4262451613,8.1902709677,8.3475870968,171579,0.0,1.0
121,2019-09-17T00:00:00.000Z,8.52,8.53,8.28,8.38,234783,8.377083871,8.386916129,8.1411096774,8.2394322581,234783,0.0,1.0
122,2019-09-18T00:00:00.000Z,8.28,8.58,8.14,8.54,204197,8.1411096774,8.4360774194,8.0034580645,8.3967483871,204197,0.0,1.0
123,2019-09-19T00:00:00.000Z,8.21,8.39,8.21,8.28,99220,8.072283871,8.2492645161,8.072283871,8.1411096774,99220,0.0,1.0
124,2019-09-20T00:00:00.000Z,8.25,8.33,8.18,8.22,346638,8.1116129032,8.1902709677,8.0427870968,8.082116129,346638,0.0,1.0
125,2019-09-23T00:00:00.000Z,8.27,8.3,8.09,8.23,158088,8.1312774194,8.1607741935,7.9542967742,8.0919483871,158088,0.0,1.0
126,2019-09-24T00:00:00.000Z,8.18,8.37,8.15,8.31,147520,8.0427870968,8.2296,8.0132903226,8.1706064516,147520,0.0,1.0
127,2019-09-25T00:00:00.000Z,8.1,8.25,8.05,8.18,98077,7.9641290323,8.1116129032,7.9149677419,8.0427870968,98077,0.0,1.0
128,2019-09-26T00:00:00.000Z,7.8,8.06,7.79,8.05,105105,7.6691612903,7.9248,7.6593290323,7.9149677419,105105,0.0,1.0
129,2019-09-27T00:00:00.000Z,7.64,7.81,7.6,7.77,118422,7.5118451613,7.6789935484,7.472516129,7.6396645161,118422,0.0,1.0
130,2019-09-30T00:00:00.000Z,7.65,7.69,7.56,7.68,147300,7.5216774194,7.5610064516,7.4331870968,7.5511741935,147300,0.0,1.0
131,2019-10-01T00:00:00.000Z,7.44,7.67,7.36,7.62,175793,7.3152,7.5413419355,7.2365419355,7.4921806452,175793,0.0,1.0
132,2019-10-02T00:00:00.000Z,7.53,7.57,7.29,7.4,182691,7.4036903226,7.4430193548,7.167716129,7.2758709677,182691,0.0,1.0
133,2019-10-03T00:00:00.000Z,7.54,7.61,7.35,7.52,171903,7.4135225806,7.4823483871,7.2267096774,7.3938580645,171903,0.0,1.0
134,2019-10-04T00:00:00.000Z,7.47,7.64,7.43,7.54,73870,7.3446967742,7.5118451613,7.3053677419,7.4135225806,73870,0.0,1.0
135,2019-10-07T00:00:00.000Z,7.41,7.49,7.32,7.43,100504,7.2857032258,7.3643612903,7.1972129032,7.3053677419,100504,0.0,1.0
136,2019-10-08T00:00:00.000Z,7.46,7.48,7.28,7.36,176959,7.3348645161,7.3545290323,7.157883871,7.2365419355,176959,0.0,1.0
137,2019-10-09T00:00:00.000Z,7.7,7.72,7.46,7.5,174355,7.5708387097,7.5905032258,7.3348645161,7.3741935484,174355,0.0,1.0
138,2019-10-10T00:00:00.000Z,7.68,7.84,7.66,7.69,280038,7.5511741935,7.7084903226,7.5315096774,7.5610064516,280038,0.0,1.0
139,2019-10-11T00:00:00.000Z,7.84,7.92,7.62,7.72,200648,7.7084903226,7.7871483871,7.4921806452,7.5905032258,200648,0.0,1.0
140,2019-10-14T00:00:00.000Z,7.82,7.96,7.72,7.8,161399,7.6888258065,7.8264774194,7.5905032258,7.6691612903,161399,0.0,1.0
141,2019-10-15T00:00:00.000Z,7.88,7.9,7.77,7.82,98842,7.7478193548,7.767483871,7.6396645161,7.6888258065,98842,0.0,1.0
142,2019-10-16T00:00:00.000Z,7.92,7.95,7.83,7.84,198689,7.7871483871,7.8166451613,7.6986580645,7.7084903226,198689,0.0,1.0
143,2019-10-17T00:00:00.000Z,8.19,8.23,7.92,7.95,296598,8.0526193548,8.0919483871,7.7871483871,7.8166451613,296598,0.0,1.0
144,2019-10-18T00:00:00.000Z,7.95,8.19,7.91,8.13,239367,7.8166451613,8.0526193548,7.777316129,7.9936258065,239367,0.0,1.0
145,2019-10-21T00:00:00.000Z,8.01,8.02,7.89,7.97,131636,7.8756387097,7.8854709677,7.7576516129,7.8363096774,131636,0.0,1.0
146,2019-10-22T00:00:00.000Z,8.1,8.16,7.98,8.02,163773,7.9641290323,8.0231225806,7.8461419355,7.8854709677,163773,0.0,1.0
147,2019-10-23T00:00:00.000Z,8.09,8.2,8.02,8.11,137069,7.9542967742,8.0624516129,7.8854709677,7.9739612903,137069,0.0,1.0
148,2019-10-24T00:00:00.000Z,8.1,8.17,7.98,8.11,114999,7.9641290323,8.0329548387,7.8461419355,7.9739612903,114999,0.0,1.0
149,2019-10-25T00:00:00.000Z,8.22,8.25,8.0,8.09,113233,8.082116129,8.1116129032,7.8658064516,7.9542967742,113233,0.0,1.0
150,2019-10-28T00:00:00.000Z,8.14,8.29,8.05,8.22,111677,8.0034580645,8.1509419355,7.9149677419,8.082116129,111677,0.0,1.0
151,2019-10-29T00:00:00.000Z,8.12,8.14,8.0,8.1,125388,7.9837935484,8.0034580645,7.8658064516,7.9641290323,125388,0.0,1.0
152,2019-10-30T00:00:00.000Z,8.13,8.15,8.03,8.13,90064,7.9936258065,8.0132903226,7.8953032258,7.9936258065,90064,0.0,1.0
153,2019-10-31T00:00:00.000Z,8.22,8.24,8.03,8.13,180571,8.082116129,8.1017806452,7.8953032258,7.9936258065,180571,0.0,1.0
154,2019-11-01T00:00:00.000Z,8.01,8.42,7.94,8.24,473982,7.8756387097,8.2787612903,7.8068129032,8.1017806452,473982,0.0,1.0
155,2019-11-04T00:00:00.000Z,8.13,8.21,8.05,8.1,149978,7.9936258065,8.072283871,7.9149677419,7.9641290323,149978,0.0,1.0
156,2019-11-05T00:00:00.000Z,8.21,8.26,8.11,8.15,134964,8.072283871,8.1214451613,7.9739612903,8.0132903226,134964,0.0,1.0
157,2019-11-06T00:00:00.000Z,8.23,8.27,8.11,8.15,185262,8.0919483871,8.1312774194,7.9739612903,8.0132903226,185262,0.0,1.0
158,2019-11-07T00:00:00.000Z,7.66,8.14,7.41,7.52,475844,7.5315096774,8.0034580645,7.2857032258,7.3938580645,475844,0.0,1.0
159,2019-11-08T00:00:00.000Z,7.63,7.74,7.52,7.65,207392,7.5020129032,7.6101677419,7.3938580645,7.5216774194,207392,0.0,1.0
160,2019-11-11T00:00:00.000Z,7.51,7.62,7.45,7.56,148121,7.3840258065,7.4921806452,7.3250322581,7.4331870968,148121,0.0,1.0
161,2019-11-12T00:00:00.000Z,7.44,7.58,7.36,7.5,156346,7.3152,7.4528516129,7.2365419355,7.3741935484,156346,0.0,1.0
162,2019-11-13T00:00:00.000Z,7.42,7.44,7.27,7.36,318079,7.2955354839,7.3152,7.1480516129,7.2365419355,318079,0.0,1.0
163,2019-11-14T00:00:00.000Z,7.42,7.47,7.27,7.4,168551,7.2955354839,7.3446967742,7.1480516129,7.2758709677,168551,0.0,1.0
164,2019-11-15T00:00:00.000Z,7.51,7.54,7.34,7.48,234850,7.3840258065,7.4135225806,7.2168774194,7.3545290323,234850,0.0,1.0
165,2019-11-18T00:00:00.000Z,7.57,7.66,7.4,7.48,194113,7.4430193548,7.5315096774,7.2758709677,7.3545290323,194113,0.0,1.0
166,2019-11-19T00:00:00.000Z,7.49,7.6,7.46,7.56,389667,7.3643612903,7.472516129,7.3348645161,7.4331870968,389667,0.0,1.0
167,2019-11-20T00:00:00.000Z,7.1,7.62,7.09,7.62,266615,6.9809032258,7.4921806452,6.9710709677,7.4921806452,266615,0.0,1.0
168,2019-11-21T00:00:00.000Z,7.08,7.2,7.05,7.11,577405,6.9612387097,7.0792258065,6.9317419355,6.9907354839,577405,0.0,1.0
169,2019-11-22T00:00:00.000Z,7.07,7.14,6.96,7.13,200396,6.9514064516,7.0202322581,6.8432516129,7.0104,200396,0.0,1.0
170,2019-11-25T00:00:00.000Z,7.01,7.1,6.94,7.05,211811,6.8924129032,6.9809032258,6.8235870968,6.9317419355,211811,0.0,1.0
171,2019-11-26T00:00:00.000Z,6.88,7.09,6.85,7.02,180637,6.7645935484,6.9710709677,6.7350967742,6.9022451613,180637,0.0,1.0
172,2019-11-27T00:00:00.000Z,6.86,6.94,6.83,6.88,191607,6.7449290323,6.8235870968,6.7154322581,6.7645935484,191607,0.0,1.0
173,2019-11-29T00:00:00.000Z,6.75,6.85,6.68,6.81,69578,6.6367741935,6.7350967742,6.5679483871,6.6957677419,69578,0.0,1.0
174,2019-12-02T00:00:00.000Z,6.61,6.75,6.55,6.71,201945,6.4991225806,6.6367741935,6.4401290323,6.5974451613,201945,0.0,1.0
175,2019-12-03T00:00:00.000Z,6.58,6.61,6.4,6.59,196474,6.4696258065,6.4991225806,6.2926451613,6.4794580645,196474,0.0,1.0
176,2019-12-04T00:00:00.000Z,6.69,6.7,6.57,6.63,180479,6.5777806452,6.5876129032,6.4597935484,6.5187870968,180479,0.0,1.0
177,2019-12-05T00:00:00.000Z,6.5,6.81,6.47,6.72,283141,6.3909677419,6.6957677419,6.3614709677,6.6072774194,283141,0.0,1.0
178,2019-12-06T00:00:00.000Z,6.62,6.76,6.5,6.52,488806,6.5089548387,6.6466064516,6.3909677419,6.4106322581,488806,0.0,1.0
179,2019-12-09T00:00:00.000Z,6.67,6.75,6.56,6.63,169888,6.558116129,6.6367741935,6.4499612903,6.5187870968,169888,0.0,1.0
180,2019-12-10T00:00:00.000Z,6.73,6.84,6.59,6.62,170524,6.6171096774,6.7252645161,6.4794580645,6.5089548387,170524,0.0,1.0
